Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.159769079865876,1986.2200696468353,0.3672676282051282
1.0,0.8379918168414576,1573.7445341348648,0.4656650641025641
2.0,0.7144219801884013,1358.0742126703262,0.5112580128205129
3.0,0.64891423670363,1237.4421813488007,0.541386217948718
4.0,0.6065231777970357,1163.378685951233,0.5606971153846154
5.0,0.5782140253186849,1118.1426779031754,0.5735576923076923
6.0,0.5544977053324549,1078.7946002483368,0.5877003205128205
7.0,0.5363487695251498,1047.6243433356285,0.5990384615384615
8.0,0.5187459819643756,1021.9033689498901,0.6087740384615384
9.0,0.5042437660455681,996.2670559883118,0.6194310897435897
10.0,0.4892493655753216,977.8639008998871,0.6237980769230769
11.0,0.47605964615304247,957.095113158226,0.6310897435897436
12.0,0.46381068775038253,936.1318956613541,0.6404246794871795
13.0,0.4514554285404151,919.807727098465,0.6475560897435897
14.0,0.43997718314650797,901.5912177562714,0.6548878205128205
15.0,0.4290422143848272,886.1162660717964,0.6610176282051282
16.0,0.4188669952069926,873.092954814434,0.6652243589743589
17.0,0.40904535038900136,857.9297443032265,0.6698317307692307
18.0,0.3997818522573362,840.1348561048508,0.6762820512820513
19.0,0.390866090527603,826.3745259344578,0.6810496794871795
