Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.1125803282770237,463.7211169600487,0.6441666666666667
1.0,0.5494421491136277,273.3616826534271,0.74025
2.0,0.3815421354219163,208.5715990960598,0.8188333333333333
3.0,0.3138464172460762,177.07842342555523,0.85325
4.0,0.2774320969518431,158.02552872896194,0.8725
5.0,0.2577935985206406,147.24035967886448,0.8823333333333333
6.0,0.2430167824876589,138.19038654863834,0.8925
7.0,0.23205128894895882,133.37966476380825,0.8964166666666666
8.0,0.22141588164709766,128.49690490961075,0.9000833333333333
9.0,0.21168067105976285,123.11525013297796,0.9046666666666666
10.0,0.20621870999289363,119.59155002981424,0.90675
11.0,0.19704004215028054,115.8651452884078,0.9103333333333333
12.0,0.18999146392893076,114.77808550745249,0.91225
13.0,0.18369462524415617,110.86827844008803,0.915
14.0,0.17669382757144117,108.5520287938416,0.9163333333333333
15.0,0.17340409474682592,104.98078484460711,0.91975
16.0,0.16646058995424745,103.13123521208763,0.9201666666666667
17.0,0.16075148755459925,100.92834684252739,0.922
18.0,0.1555259204870363,99.11497538536787,0.9229166666666667
19.0,0.15008783026879577,96.18607710301876,0.9256666666666666
