Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.249072275939087,313.6451672911644,0.7233333333333334
1.0,0.747416336229692,243.01131185889244,0.7758333333333334
2.0,0.6427789081955949,218.76358705759048,0.8000833333333334
3.0,0.5933833116451278,205.07428005337715,0.81
4.0,0.5579024561165522,195.35333378612995,0.8194166666666667
5.0,0.5377125520374004,188.94462805986404,0.827
6.0,0.5190292485393584,183.65275256335735,0.8304166666666667
7.0,0.5035307926000097,178.9530594944954,0.8355
8.0,0.48956122085948783,175.80099748075008,0.837
9.0,0.47660717069380915,172.65665024518967,0.841
10.0,0.46713990447639175,169.51639729738235,0.8420833333333333
11.0,0.4577335250757945,167.07486590743065,0.8444166666666667
12.0,0.45324509502264365,164.3463451564312,0.8454166666666667
13.0,0.4412485564314605,162.32856245338917,0.8478333333333333
14.0,0.437382149827977,160.4572716653347,0.8483333333333334
15.0,0.42946685390073497,159.66372039169073,0.849
16.0,0.4232377740378336,157.49814327806234,0.8503333333333334
17.0,0.4192036306652395,155.88965359330177,0.8508333333333333
18.0,0.41213400675930706,154.16755580157042,0.8528333333333333
19.0,0.407463081044533,153.28592202812433,0.8536666666666667
