Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.253758555611288,2347.962321996689,0.18337339743589742
1.0,0.9819854157182542,2112.586112976074,0.37864583333333335
2.0,0.8561571880569813,1921.991571187973,0.4637820512820513
3.0,0.7728683140688652,1771.95951962471,0.493349358974359
4.0,0.7102238801141619,1654.1943666934967,0.5079326923076923
5.0,0.663515091602664,1561.1253798007965,0.5202323717948718
6.0,0.628321424410224,1487.2329497337341,0.5268028846153846
7.0,0.6000160835263468,1428.1428294181824,0.5337339743589744
8.0,0.5779490358118804,1381.5199152231216,0.5394230769230769
9.0,0.5599458935012946,1343.2441475391388,0.5465945512820513
10.0,0.5422890279628866,1312.9194370508194,0.5506810897435898
11.0,0.5286545054056644,1286.681061387062,0.5556089743589744
12.0,0.5164908965353497,1263.9224880933762,0.559375
13.0,0.5080549299165903,1246.3167995214462,0.561698717948718
14.0,0.49772553773896305,1229.6169193983078,0.5643028846153846
15.0,0.4919660754988231,1215.7180893421173,0.565264423076923
16.0,0.4840180077450336,1204.2113403081894,0.5674278846153846
17.0,0.47549241628247657,1193.5041046142578,0.5698317307692308
18.0,0.4699296637502001,1183.4101679325104,0.5717948717948718
19.0,0.4651781477757939,1173.7532200217247,0.5749198717948718
