Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.1450553612948486,553.8193998336792,0.57975
1.0,0.7795348642721752,409.8191533088684,0.638
2.0,0.6339353380919652,344.9071179032326,0.6673333333333333
3.0,0.5632277580278066,315.0852828025818,0.6811666666666667
4.0,0.5286590575986692,290.3159900903702,0.696
5.0,0.4978905186088234,269.723964959383,0.7278333333333333
6.0,0.47753279992313097,256.3540275990963,0.7455833333333334
7.0,0.460215897417691,242.09239321947098,0.7710833333333333
8.0,0.4513265205444352,235.26419419050217,0.77725
9.0,0.43710745227159437,226.17032513022423,0.7870833333333334
10.0,0.427368334686975,218.05121625959873,0.7986666666666666
11.0,0.4221928700304234,215.9221469461918,0.8008333333333333
12.0,0.41249492903619894,210.2567022293806,0.8051666666666667
13.0,0.41037416065792437,207.48157432675362,0.81025
14.0,0.40290083875139915,206.1948067843914,0.808
15.0,0.40049534707994844,199.07514706254005,0.8173333333333334
16.0,0.39528345714391044,199.8248226940632,0.816
17.0,0.3937689485770489,193.8217732012272,0.8229166666666666
18.0,0.3887849317609382,192.77519391477108,0.8229166666666666
19.0,0.38223048924071934,192.0800030976534,0.8221666666666667
