Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,2.152616999832949,2042.0256989002228,0.34010416666666665
1.0,1.6034323649796283,1623.993715763092,0.44030448717948717
2.0,1.3146423863223078,1379.0417926311493,0.5075320512820513
3.0,1.1625042316480725,1236.4107978343964,0.5490384615384616
4.0,1.077096809171254,1154.5309354662895,0.5720753205128205
5.0,1.0192137981069993,1086.586097419262,0.5953926282051282
6.0,0.9805002004076165,1044.9021198153496,0.6084134615384615
7.0,0.949054981694334,1006.353219628334,0.6215144230769231
8.0,0.9233981349013162,980.7596769332886,0.6293269230769231
9.0,0.9016648164013097,955.0732541680336,0.6409855769230769
10.0,0.8829196462877604,934.3460363149643,0.6478365384615384
11.0,0.862833056253517,914.4150791764259,0.6552884615384615
12.0,0.8485461214718086,895.7667986750603,0.6634214743589744
13.0,0.8297125446064618,879.4803626835346,0.669551282051282
14.0,0.8133417244525775,864.057125210762,0.6751201923076923
15.0,0.7997158523855039,846.4749848246574,0.6833333333333333
16.0,0.7826166376994389,830.016347438097,0.690625
17.0,0.7694979834631474,815.0139988064766,0.6969951923076924
18.0,0.7555286921969909,801.303841650486,0.7010016025641026
19.0,0.7412657440520718,784.4127123355865,0.7081330128205128
