Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,2.2468101779234995,1234.6264734268188,0.5909455128205128
1.0,1.378299273478911,950.2226227521896,0.6514022435897436
2.0,1.1783415316574863,858.0907527804375,0.6840945512820513
3.0,1.0806894072330637,800.169403553009,0.7056490384615385
4.0,1.0105331790640466,753.239919513464,0.7229967948717949
5.0,0.9476678233485661,711.22229424119,0.7388221153846154
6.0,0.8902410417888188,672.9075655043125,0.7545673076923077
7.0,0.8395367434714666,638.1499688029289,0.7672275641025641
8.0,0.7926832334082278,606.9012701809406,0.7786858974358974
9.0,0.7499662878916554,578.7998640537262,0.7869791666666667
10.0,0.7109455104893435,553.5613079965115,0.796113782051282
11.0,0.6765694297099262,531.312845647335,0.8034054487179487
12.0,0.6463851093623727,511.77344688773155,0.8100160256410256
13.0,0.6191326537150224,494.5892501473427,0.8161057692307693
14.0,0.5944034356988499,478.990285128355,0.8223157051282052
15.0,0.5734088633662675,464.68018032610416,0.8264823717948718
16.0,0.5525251853546412,452.1065620779991,0.8302483974358974
17.0,0.5341479367741155,441.2246563285589,0.8342948717948718
18.0,0.5182456509251412,431.1802938878536,0.838261217948718
19.0,0.5024843505441036,422.3055544793606,0.841025641025641
