Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.5827300855865197,663.1536673307419,0.2515833333333333
1.0,0.3932253368487904,579.3228327035904,0.36625
2.0,0.3362958609539254,529.3262075185776,0.42341666666666666
3.0,0.31067949987510235,485.23335856199265,0.47541666666666665
4.0,0.28830692144885267,454.0122231245041,0.503
5.0,0.2775741222974082,432.0480647087097,0.5295833333333333
6.0,0.26664801904300117,422.01007890701294,0.5381666666666667
7.0,0.2584461807564152,404.67186027765274,0.5661666666666667
8.0,0.2570333437847186,400.56236469745636,0.57175
9.0,0.24862276728691296,396.0870251059532,0.57925
10.0,0.2465351117711164,396.5388805270195,0.5794166666666667
11.0,0.24211495675279365,395.98158341646194,0.5804166666666667
12.0,0.24101409222248787,403.99498921632767,0.5703333333333334
13.0,0.23731894582579968,403.4455880522728,0.5710833333333334
14.0,0.23710370539827358,403.1252738237381,0.567
15.0,0.23436216963798667,403.40487080812454,0.56375
16.0,0.23015656027459716,406.41458636522293,0.5615
17.0,0.22774055499725576,402.4832694530487,0.564
18.0,0.22645770538921492,395.18238431215286,0.5705
19.0,0.22476933682558975,392.57382893562317,0.5705833333333333
