Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.7101005174943014,1944.1101707220078,0.35885416666666664
1.0,1.1924920819893714,1684.3410643339157,0.46939102564102564
2.0,1.0272118487566966,1560.6792331933975,0.5262820512820513
3.0,0.9478644632801724,1463.906243801117,0.555488782051282
4.0,0.8939305327746823,1388.999198794365,0.5753205128205128
5.0,0.851227096005128,1332.7910780906677,0.5907852564102564
6.0,0.8130477076298647,1276.7454226613045,0.6076522435897436
7.0,0.7769974110905761,1234.9411618709564,0.6211137820512821
8.0,0.7429300534968902,1200.1467478871346,0.6303685897435898
9.0,0.7081919707258906,1156.749796807766,0.6428285256410257
10.0,0.680694166338533,1117.3417755961418,0.6558894230769231
11.0,0.6542778682138439,1087.1360462903976,0.6630608974358975
12.0,0.6291486215369279,1055.868279993534,0.6708733974358975
13.0,0.605663341226386,1034.4187059402466,0.6749599358974359
14.0,0.5852038393562184,1016.4536788165569,0.6801682692307692
15.0,0.5674070156787016,991.7263317406178,0.6863782051282051
16.0,0.5497451774541274,970.4521247446537,0.6918669871794871
17.0,0.5329724612981173,956.1564447581768,0.6957131410256411
18.0,0.5186491127806615,940.4557071328163,0.6998397435897435
19.0,0.5058102208854715,919.8509857058525,0.705849358974359
