Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.7966133513348794,1848.4314984083176,0.35993589743589743
1.0,1.2266652713582595,1431.2747033834457,0.46987179487179487
2.0,1.023599980017685,1223.7472926974297,0.5213942307692307
3.0,0.9290494976523752,1089.0119933485985,0.5679086538461539
4.0,0.864551992267013,994.4913609623909,0.607411858974359
5.0,0.8112790072561828,932.0748410224915,0.6342548076923077
6.0,0.7657980183163129,869.805733859539,0.6608974358974359
7.0,0.7240381706818749,825.2727072536945,0.6788461538461539
8.0,0.6863938548731042,783.7109237909317,0.6961538461538461
9.0,0.6512464511933209,745.3786124587059,0.7126602564102564
10.0,0.6200311177487362,717.4785587191582,0.7217548076923077
11.0,0.5912408766191308,684.2731323540211,0.7341746794871795
12.0,0.5670191343754888,660.2788097560406,0.7441907051282052
13.0,0.5433185494436598,637.9039543867111,0.7526041666666666
14.0,0.5228280138917853,618.5389031171799,0.7596153846153846
15.0,0.5040302854868893,599.6546648442745,0.7673477564102564
16.0,0.4873682110282326,582.2853116393089,0.7747195512820513
17.0,0.471459664134542,570.1674597859383,0.7787259615384615
18.0,0.4576864602876691,557.6295633614063,0.7824519230769231
19.0,0.4443683321481407,544.010609805584,0.7888221153846153
