Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.8371584567457272,526.5629984140396,0.45708333333333334
1.0,0.5521313666917369,423.9004918932915,0.56225
2.0,0.4734948702125486,364.0842749774456,0.6286666666666667
3.0,0.4305964902491974,318.8004025220871,0.6805833333333333
4.0,0.4039635796535008,293.54413893818855,0.7113333333333334
5.0,0.3851082317921287,277.2162920534611,0.73725
6.0,0.36733888462836595,262.27306808531284,0.756
7.0,0.3525678354679764,248.1430263519287,0.766
8.0,0.3454042267533721,237.7911840826273,0.77975
9.0,0.33590826313895805,230.3408680409193,0.7860833333333334
10.0,0.32794485276843505,227.59679694473743,0.78275
11.0,0.322573867773006,217.14992217719555,0.79475
12.0,0.31799119030755635,214.34515149891376,0.7969166666666667
13.0,0.3120132558375895,209.5814716666937,0.8006666666666666
14.0,0.3076051912779453,207.8980758190155,0.8001666666666667
15.0,0.303362928780206,204.98982867598534,0.8041666666666667
16.0,0.2985052333251559,200.57945853471756,0.80775
17.0,0.29563969653848676,197.12851978838444,0.8098333333333333
18.0,0.2923829904255458,194.28551729023457,0.8128333333333333
19.0,0.2870482331922566,194.24921694397926,0.8116666666666666
