Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.1352019039960277,1967.7146923542023,0.3811298076923077
1.0,0.8338076213566771,1541.6921727657318,0.49423076923076925
2.0,0.7139187537380509,1325.5075640678406,0.5371394230769231
3.0,0.6515496635558461,1211.7875759601593,0.5600560897435898
4.0,0.6117374817005401,1147.269452035427,0.5764423076923076
5.0,0.5838565454171042,1106.627092242241,0.5870192307692308
6.0,0.5626629880129721,1074.2417992949486,0.5983573717948718
7.0,0.5445335739289163,1044.170652270317,0.6083333333333333
8.0,0.5277604919092556,1022.8924660086632,0.6149839743589743
9.0,0.5129654373773822,1002.6074271798134,0.6219951923076923
10.0,0.49929261799996505,981.9860289096832,0.6309695512820512
11.0,0.4856643997760657,969.2175483703613,0.6345352564102564
12.0,0.4741347923142775,947.0394873023033,0.6416266025641025
13.0,0.4606393581449618,931.4749886989594,0.6479567307692308
14.0,0.45047315112322145,915.3524839878082,0.6530048076923077
15.0,0.43905776014264697,896.7021307349205,0.6602163461538462
16.0,0.4272634200650511,880.8894716501236,0.6663060897435897
17.0,0.4159817321274627,864.1979083418846,0.6723958333333333
18.0,0.4076862943272528,852.0030087828636,0.6772435897435898
19.0,0.3991161549691378,839.2244407534599,0.6824919871794872
