Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.9776559763294547,488.88121724128723,0.694
1.0,0.5309459500124458,310.16671681404114,0.7270833333333333
2.0,0.3631113162365986,250.68563099205494,0.7585
3.0,0.2989304857261413,219.0456714183092,0.7874166666666667
4.0,0.26369267481966235,196.04557087272406,0.815
5.0,0.23937434597036056,180.04319842159748,0.8341666666666666
6.0,0.22406502808209006,167.50764045864344,0.8516666666666667
7.0,0.2125190605588731,159.10195350646973,0.86225
8.0,0.20112193424915273,151.3122432678938,0.873
9.0,0.19277150466161178,143.08583718538284,0.8824166666666666
10.0,0.18840579592242254,134.36755030602217,0.8913333333333333
11.0,0.1791842957246733,130.53398146480322,0.8948333333333334
12.0,0.1728357265124224,125.46959171444178,0.8990833333333333
13.0,0.16795716590629717,120.36887186020613,0.9036666666666666
14.0,0.1622275670999886,116.71520018950105,0.9065
15.0,0.15681725691989393,114.77566975355148,0.9083333333333333
16.0,0.15423689137374116,111.62317733839154,0.9105
17.0,0.14920862564352727,107.58170513808727,0.9149166666666667
18.0,0.14589649087143963,104.63971581310034,0.9175833333333333
19.0,0.14088553159285616,102.93191881105304,0.9198333333333333
