Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.6072456942282916,734.8574658632278,0.25533333333333336
1.0,0.41198403313377624,655.424183011055,0.29383333333333334
2.0,0.3519696158207004,581.7265605926514,0.356
3.0,0.3200135643245735,538.5372412204742,0.41058333333333336
4.0,0.3002037734126325,513.3390715122223,0.45866666666666667
5.0,0.2864223862923219,503.2353367805481,0.47583333333333333
6.0,0.2777018211754891,480.30704814195633,0.5006666666666667
7.0,0.2686011804405904,475.7308257818222,0.511
8.0,0.2629089344039602,471.48135673999786,0.5240833333333333
9.0,0.2614435677018205,471.4291328191757,0.52025
10.0,0.2590446254822894,465.38821935653687,0.52875
11.0,0.2523089103963548,468.66522789001465,0.5225
12.0,0.2499868362061586,464.1163241863251,0.5294166666666666
13.0,0.24425652791348593,461.33911007642746,0.526
14.0,0.24243406642242374,460.9059262275696,0.5361666666666667
15.0,0.2436176910372726,452.7948293685913,0.5374166666666667
16.0,0.24076967577260663,442.9162304997444,0.5448333333333333
17.0,0.23863863255080267,442.60523223876953,0.5369166666666667
18.0,0.2375032681211669,444.51453870534897,0.5425833333333333
19.0,0.2369871060313322,430.88484340906143,0.54525
