Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.6364037590079358,630.1753870248795,0.48075
1.0,0.34403330561558687,487.4712258577347,0.622
2.0,0.25821845174419744,410.9936177134514,0.6539166666666667
3.0,0.21575326536938583,363.06943368911743,0.6765
4.0,0.19216111398668825,332.60068541765213,0.69275
5.0,0.17623890508508683,307.79698434472084,0.7118333333333333
6.0,0.16291713958150672,292.9838144183159,0.7229166666666667
7.0,0.15609962626356075,279.49028566479683,0.7341666666666666
8.0,0.1486091098059821,270.92318668961525,0.7416666666666667
9.0,0.14460271718536272,264.1755926012993,0.7485
10.0,0.1387508450155517,256.86101227998734,0.7565833333333334
11.0,0.1354599146487395,251.42973282933235,0.7605
12.0,0.131784898332602,245.18585622310638,0.7706666666666667
13.0,0.128046835671418,241.77060422301292,0.77275
14.0,0.12567775428456054,239.37066182494164,0.7744166666666666
15.0,0.12303267006871411,234.66675992310047,0.7798333333333334
16.0,0.12197716317894775,229.07657499611378,0.7878333333333334
17.0,0.11750592822691158,228.04266342520714,0.7885
18.0,0.11735815902766676,225.59047815203667,0.793
19.0,0.1126860154512121,220.76095804572105,0.7996666666666666
