Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.6492511848574134,625.9895752668381,0.58775
1.0,0.34167326209391524,466.9845809340477,0.6835
2.0,0.25209725530270516,383.50523149967194,0.712
3.0,0.20766118418311105,334.60308796167374,0.7315833333333334
4.0,0.182925561891823,306.85950779914856,0.74275
5.0,0.16770798466631948,289.32301995158195,0.74625
6.0,0.15608574113572982,275.604769051075,0.7526666666666667
7.0,0.1475694884262338,266.59130841493607,0.7560833333333333
8.0,0.14295750187198358,259.11491400003433,0.7601666666666667
9.0,0.13695285359907083,254.72515285015106,0.7610833333333333
10.0,0.13321383456909078,247.52853199839592,0.76875
11.0,0.12864659835356548,242.75628471374512,0.7726666666666666
12.0,0.1253815852179929,238.24234449863434,0.7759166666666667
13.0,0.12290218560270577,235.32229673862457,0.7784166666666666
14.0,0.11996298679741076,233.11547753214836,0.7786666666666666
15.0,0.11833029966034614,229.8207784295082,0.7826666666666666
16.0,0.11659272076468691,224.77140709757805,0.7913333333333333
17.0,0.1124416484267442,224.51410934329033,0.7895
18.0,0.11128660037887249,220.29474234580994,0.7950833333333334
19.0,0.10795565512000295,217.82016576826572,0.7996666666666666
