Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.9164441594171059,682.8720741271973,0.5615833333333333
1.0,0.5713410052352779,543.7554695606232,0.6479166666666667
2.0,0.43702677992376265,451.7046578526497,0.6934166666666667
3.0,0.362139027499499,392.0123192667961,0.716
4.0,0.3154360078947007,351.02151572704315,0.7339166666666667
5.0,0.28329947840107506,320.9486800432205,0.74925
6.0,0.2616848290792834,300.52952498197556,0.7584166666666666
7.0,0.24565143821974786,284.32877564430237,0.7664166666666666
8.0,0.23285729357926296,271.782025128603,0.7745
9.0,0.22432141249682863,261.34090924263,0.78125
10.0,0.21678447953414642,252.92012867331505,0.78625
11.0,0.20830235268072175,244.79872971773148,0.792
12.0,0.2043458350526447,238.81536063551903,0.7966666666666666
13.0,0.19798458826778398,233.09757468104362,0.8023333333333333
14.0,0.1934910678439152,227.2363896369934,0.8096666666666666
15.0,0.18860522400826268,222.16192910075188,0.8146666666666667
16.0,0.18551172513588532,217.20242542028427,0.8194166666666667
17.0,0.18237124795091664,213.79873114824295,0.8226666666666667
18.0,0.179474677938744,210.63721722364426,0.8248333333333333
19.0,0.1771277861230332,207.16903215646744,0.8285833333333333
